"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 20, 2008","88.295","88.040","88.625","87.715","3.35K","0.83%"
"Nov 19, 2008","87.565","87.535","89.250","86.375","4.85K","-0.21%"
"Nov 18, 2008","87.750","87.460","87.805","87.120","2.43K","0.70%"
"Nov 17, 2008","87.140","88.185","88.215","86.895","3.53K","0.41%"
"Nov 14, 2008","86.785","87.010","88.400","86.745","3.11K","-0.71%"
"Nov 13, 2008","87.405","88.385","88.635","86.555","5.46K","-0.73%"
"Nov 12, 2008","88.050","87.685","88.405","87.210","3.25K","0.41%"
"Nov 11, 2008","87.690","86.670","87.830","86.185","4.03K","1.50%"
"Nov 10, 2008","86.390","86.065","86.635","85.545","2.26K","-0.07%"
"Nov 07, 2008","86.450","86.880","86.940","85.875","2.82K","-0.01%"
"Nov 06, 2008","86.460","85.600","86.915","85.410","4.56K","1.56%"
"Nov 05, 2008","85.130","85.340","86.140","84.455","3.43K","-0.28%"
"Nov 04, 2008","85.370","87.100","87.480","84.705","5.26K","-1.86%"
"Nov 03, 2008","86.985","86.345","87.175","85.520","3.61K","0.74%"
"Oct 31, 2008","86.345","85.675","86.955","85.505","5.96K","1.28%"
"Oct 30, 2008","85.255","85.260","86.450","83.750","5.53K","-0.44%"
"Oct 29, 2008","85.635","86.445","87.110","84.950","8.24K","-2.24%"
"Oct 28, 2008","87.600","87.845","88.495","86.650","4.17K","-0.01%"
"Oct 27, 2008","87.610","86.905","88.315","86.640","5.05K","0.76%"
"Oct 24, 2008","86.950","85.570","87.585","85.550","10.31K","1.35%"
"Oct 23, 2008","85.790","86.255","86.550","85.260","10.37K","0.00%"
"Oct 22, 2008","85.790","85.095","86.385","84.975","6.49K","1.63%"
"Oct 21, 2008","84.415","83.375","84.885","83.330","4.32K","1.13%"
"Oct 20, 2008","83.475","82.890","83.640","82.000","6.44K","0.77%"
"Oct 17, 2008","82.835","82.520","83.020","82.425","3.02K","0.07%"
"Oct 16, 2008","82.780","82.625","83.100","82.315","4.48K","0.53%"
"Oct 15, 2008","82.345","81.940","83.100","81.400","6.06K","0.86%"
"Oct 14, 2008","81.640","81.730","81.830","81.100","4.91K","-0.70%"
"Oct 13, 2008","82.215","82.310","82.485","81.250","5.11K","-1.31%"
"Oct 10, 2008","83.310","81.720","83.500","81.375","10.42K","2.39%"
"Oct 09, 2008","81.365","81.255","81.665","80.655","4.30K","0.39%"
"Oct 08, 2008","81.045","81.435","81.535","80.590","5.35K","-0.22%"
"Oct 07, 2008","81.220","81.725","81.940","80.830","6.87K","-0.89%"
"Oct 06, 2008","81.950","81.295","82.035","81.145","5.31K","1.70%"
"Oct 03, 2008","80.580","80.725","81.250","80.220","8.21K","-0.07%"
"Oct 02, 2008","80.640","79.845","81.015","79.735","6.19K","1.39%"
"Oct 01, 2008","79.535","79.180","79.920","79.045","5.40K","0.22%"
"Sep 30, 2008","79.360","77.980","79.620","77.735","6.32K","2.36%"
"Sep 29, 2008","77.530","77.200","78.465","77.115","7.84K","0.63%"
"Sep 26, 2008","77.045","76.955","77.270","76.850","3.09K","-0.08%"
"Sep 25, 2008","77.110","76.920","77.405","76.410","6.02K","0.30%"
"Sep 24, 2008","76.880","76.735","77.265","76.545","4.27K","0.30%"
"Sep 23, 2008","76.650","76.330","77.115","76.235","8.37K","0.36%"
"Sep 22, 2008","76.375","77.670","77.890","76.025","13.59K","-2.01%"
"Sep 19, 2008","77.940","78.000","79.380","77.810","7.51K","-0.16%"
"Sep 18, 2008","78.065","78.290","78.585","77.310","8.03K","-0.03%"
"Sep 17, 2008","78.090","79.540","79.650","78.045","11.02K","-1.81%"
"Sep 16, 2008","79.530","79.200","79.950","78.825","5.41K","0.94%"
"Sep 15, 2008","78.790","78.525","79.300","77.670","0.55K","-0.23%"
"Sep 12, 2008","78.975","79.860","80.055","78.950","2.07K","-1.47%"
"Sep 11, 2008","80.150","80.245","80.395","79.930","6.83K","0.34%"
"Sep 10, 2008","79.875","79.600","80.270","79.270","24.31K","0.74%"
"Sep 09, 2008","79.290","79.515","79.815","79.045","20.66K","-0.46%"
"Sep 08, 2008","79.655","79.200","79.900","78.245","17.94K","0.83%"
"Sep 05, 2008","79.000","78.940","79.140","78.460","14.94K","0.40%"
"Sep 04, 2008","78.685","78.105","79.485","77.910","8.12K","0.67%"
"Sep 03, 2008","78.165","78.245","78.730","78.085","8.66K","0.03%"
"Sep 02, 2008","78.140","77.840","78.380","77.740","7.84K","0.54%"
"Sep 01, 2008","77.720","77.330","77.790","77.320","2.45K","0.28%"
"Aug 29, 2008","77.500","77.230","77.520","76.865","4.50K","0.32%"
"Aug 28, 2008","77.255","77.000","77.410","76.700","5.23K","0.08%"
"Aug 27, 2008","77.195","77.385","77.385","76.795","6.16K","-0.19%"
"Aug 26, 2008","77.345","77.010","77.710","77.010","5.13K","0.57%"
"Aug 25, 2008","76.905","76.865","77.225","76.670","4.63K","0.01%"
"Aug 22, 2008","76.895","76.245","76.990","76.235","5.54K","0.74%"
"Aug 21, 2008","76.330","77.015","77.025","76.155","12.01K","-0.99%"
"Aug 20, 2008","77.095","76.860","77.380","76.830","4.06K","0.14%"
"Aug 19, 2008","76.985","77.260","77.565","76.845","5.17K","-0.37%"
"Aug 18, 2008","77.270","77.265","77.295","76.930","7.80K","-0.10%"
"Aug 15, 2008","77.350","76.995","77.435","76.945","5.87K","0.67%"
"Aug 14, 2008","76.835","76.495","76.990","76.245","8.21K","0.59%"
"Aug 13, 2008","76.385","76.450","76.690","76.020","11.30K","0.09%"
"Aug 12, 2008","76.320","76.385","76.780","76.145","6.00K","0.01%"
"Aug 11, 2008","76.315","76.215","76.550","75.695","10.02K","0.40%"
"Aug 08, 2008","76.010","74.730","76.095","74.720","10.73K","1.72%"
"Aug 07, 2008","74.725","74.380","74.805","74.030","9.17K","0.42%"
"Aug 06, 2008","74.410","74.050","74.480","73.900","4.76K","0.48%"
"Aug 05, 2008","74.055","73.670","74.335","73.670","6.39K","0.59%"
"Aug 04, 2008","73.620","73.540","73.700","73.365","2.70K","0.03%"
"Aug 01, 2008","73.600","73.425","73.965","73.400","6.10K","0.25%"
"Jul 31, 2008","73.420","73.510","73.510","73.015","7.32K","-0.12%"
"Jul 30, 2008","73.510","73.480","73.735","73.335","4.91K","0.01%"
"Jul 29, 2008","73.505","72.840","73.630","72.825","9.14K","0.89%"
"Jul 28, 2008","72.860","73.065","73.125","72.805","3.31K","-0.29%"
"Jul 25, 2008","73.075","73.010","73.150","72.740","4.16K","-0.07%"
"Jul 24, 2008","73.125","73.005","73.230","72.915","6.37K","0.12%"
"Jul 23, 2008","73.040","72.670","73.090","72.630","11.18K","0.50%"
"Jul 22, 2008","72.675","72.140","72.825","71.960","7.23K","0.63%"
"Jul 21, 2008","72.220","72.420","72.480","72.005","1.00K","-0.28%"
"Jul 18, 2008","72.425","72.310","72.545","72.220","1.50K","-0.10%"
"Jul 17, 2008","72.495","72.260","72.675","72.090","4.11K","0.22%"
"Jul 16, 2008","72.335","71.930","72.370","71.760","4.14K","0.28%"
"Jul 15, 2008","72.130","72.290","72.290","71.555","6.75K","-0.06%"
"Jul 14, 2008","72.170","72.300","72.580","72.110","3.09K","-0.24%"
"Jul 11, 2008","72.345","72.770","72.865","72.075","8.66K","-0.58%"
"Jul 10, 2008","72.765","72.930","73.110","72.700","2.27K","-0.14%"
"Jul 09, 2008","72.870","73.285","73.310","72.760","4.43K","-0.61%"
"Jul 08, 2008","73.315","73.030","73.390","72.890","3.83K","0.47%"
"Jul 07, 2008","72.970","72.990","73.490","72.855","4.89K","-0.03%"
"Jul 04, 2008","72.990","73.095","73.105","72.930","0.55K","-0.12%"
"Jul 03, 2008","73.075","72.315","73.295","72.305","8.55K","1.02%"
"Jul 02, 2008","72.335","72.655","72.825","72.305","5.35K","-0.46%"
"Jul 01, 2008","72.670","72.750","72.885","72.460","3.23K","-0.18%"
"Jun 30, 2008","72.800","72.580","72.885","72.350","4.25K","0.18%"
"Jun 27, 2008","72.670","72.805","72.950","72.555","6.01K","-0.16%"
"Jun 26, 2008","72.790","73.250","73.400","72.760","5.44K","-0.68%"
"Jun 25, 2008","73.290","73.570","73.800","73.195","4.18K","-0.42%"
"Jun 24, 2008","73.600","73.790","73.935","73.380","2.82K","-0.29%"
"Jun 23, 2008","73.815","73.430","74.040","73.365","5.37K","0.59%"
"Jun 20, 2008","73.380","73.850","73.905","73.290","5.77K","-0.66%"
"Jun 19, 2008","73.870","73.800","74.000","73.590","2.43K","0.04%"
"Jun 18, 2008","73.840","73.910","74.195","73.800","2.64K","-0.11%"
"Jun 17, 2008","73.925","74.130","74.135","73.730","4.38K","0.33%"
"Jun 16, 2008","73.685","73.950","74.085","73.475","0.39K","-0.65%"
"Jun 13, 2008","74.170","73.835","74.320","73.710","4.91K","0.39%"
"Jun 12, 2008","73.880","73.255","74.110","73.230","6.69K","0.88%"
"Jun 11, 2008","73.235","73.690","73.730","73.110","14.36K","-0.68%"
"Jun 10, 2008","73.740","72.925","73.750","72.910","9.84K","1.19%"
"Jun 09, 2008","72.875","72.330","73.050","72.170","16.36K","0.61%"
"Jun 06, 2008","72.430","73.065","73.185","72.365","7.45K","-0.88%"
"Jun 05, 2008","73.075","73.515","73.930","73.035","7.74K","-0.58%"
"Jun 04, 2008","73.505","73.355","73.575","73.260","4.59K","0.28%"
"Jun 03, 2008","73.300","73.005","73.550","72.625","9.93K","0.42%"
"Jun 02, 2008","72.990","72.950","73.210","72.800","3.81K","0.05%"
"May 30, 2008","72.950","73.075","73.290","72.870","4.44K","-0.21%"
"May 29, 2008","73.105","72.520","73.210","72.520","9.32K","0.66%"
"May 28, 2008","72.625","72.445","72.835","72.180","4.85K","0.28%"
"May 27, 2008","72.420","72.015","72.490","71.915","3.66K","0.42%"
"May 26, 2008","72.120","72.000","72.160","71.975","0.93K","0.21%"
"May 23, 2008","71.970","72.230","72.370","71.940","3.51K","-0.59%"
"May 22, 2008","72.400","72.020","72.410","71.935","6.27K","0.44%"
"May 21, 2008","72.080","72.565","72.600","71.985","9.66K","-0.61%"
"May 20, 2008","72.520","73.115","73.135","72.470","8.29K","-0.90%"
"May 19, 2008","73.175","72.960","73.310","72.665","6.01K","0.29%"
"May 16, 2008","72.960","73.435","73.520","72.800","10.77K","-0.72%"
"May 15, 2008","73.490","73.535","73.570","73.170","5.36K","-0.10%"
"May 14, 2008","73.565","73.435","74.000","73.395","7.74K","0.18%"
"May 13, 2008","73.435","73.130","73.585","73.040","5.92K","0.43%"
"May 12, 2008","73.120","73.210","73.710","72.945","4.38K","-0.14%"
"May 09, 2008","73.225","73.595","73.635","73.175","5.63K","-0.60%"
"May 08, 2008","73.665","73.900","74.065","73.430","4.78K","-0.03%"
"May 07, 2008","73.690","73.215","73.840","73.215","6.65K","0.70%"
"May 06, 2008","73.175","73.310","73.500","72.900","3.02K","-0.27%"
"May 05, 2008","73.375","73.615","73.720","73.290","3.35K","-0.43%"
"May 02, 2008","73.690","73.405","73.900","73.300","9.73K","0.29%"
"May 01, 2008","73.480","72.750","73.585","72.690","6.62K","1.05%"
"Apr 30, 2008","72.720","73.060","73.300","72.670","8.47K","-0.53%"
"Apr 29, 2008","73.105","72.715","73.200","72.710","6.62K","0.42%"
"Apr 28, 2008","72.800","72.905","72.995","72.655","2.47K","-0.31%"
"Apr 25, 2008","73.030","72.790","73.250","72.700","7.06K","0.35%"
"Apr 24, 2008","72.775","72.055","72.945","72.050","8.02K","1.01%"
"Apr 23, 2008","72.050","71.580","72.175","71.535","6.04K","0.71%"
"Apr 22, 2008","71.540","71.880","72.150","71.050","12.72K","-0.47%"
"Apr 21, 2008","71.880","72.230","72.270","71.705","6.48K","-0.52%"
"Apr 18, 2008","72.255","71.840","74.500","71.625","12.15K","0.46%"
"Apr 17, 2008","71.925","71.695","72.040","71.560","4.76K","0.39%"
"Apr 16, 2008","71.645","72.325","72.325","71.510","8.10K","-0.89%"
"Apr 15, 2008","72.290","72.105","72.550","71.940","3.31K","0.22%"
"Apr 14, 2008","72.130","72.535","72.660","71.760","3.31K","0.09%"
"Apr 11, 2008","72.065","72.365","72.400","71.975","2.94K","-0.49%"
"Apr 10, 2008","72.420","72.190","72.495","71.680","6.59K","0.42%"
"Apr 09, 2008","72.120","72.630","72.665","71.955","5.39K","-0.57%"
"Apr 08, 2008","72.530","72.515","72.680","72.145","1.70K","0.04%"
"Apr 07, 2008","72.500","72.260","72.750","72.250","1.69K","0.19%"
"Apr 04, 2008","72.360","72.585","72.640","72.095","2.62K","-0.17%"
"Apr 03, 2008","72.485","72.575","73.160","72.470","2.60K","-0.25%"
"Apr 02, 2008","72.670","72.860","73.160","72.520","4.52K","-0.40%"
"Apr 01, 2008","72.965","72.230","73.130","72.130","6.51K","1.11%"
"Mar 31, 2008","72.165","72.120","72.250","71.700","5.49K","0.08%"
"Mar 28, 2008","72.105","71.920","72.220","71.880","1.33K","0.09%"
"Mar 27, 2008","72.040","72.085","72.230","71.750","3.57K","0.22%"
"Mar 26, 2008","71.880","72.665","72.705","71.750","6.46K","-1.11%"
"Mar 25, 2008","72.690","73.325","73.385","72.470","4.70K","-1.01%"
"Mar 24, 2008","73.430","73.350","73.670","73.265","5.50K","0.27%"
"Mar 20, 2008","73.230","72.500","73.500","72.460","5.28K","1.65%"
"Mar 19, 2008","72.040","72.345","72.735","71.700","4.91K","0.00%"
"Mar 18, 2008","72.040","71.920","72.590","71.575","4.93K","1.03%"
"Mar 17, 2008","71.304","71.220","71.480","70.805","2.60K","-0.52%"
"Mar 14, 2008","71.675","72.010","72.260","71.590","3.00K","-0.56%"
"Mar 13, 2008","72.080","72.340","72.360","71.805","20.99K","-0.48%"
"Mar 12, 2008","72.430","73.160","73.160","72.235","11.17K","-1.17%"
"Mar 11, 2008","73.290","73.000","73.410","72.485","12.50K","0.37%"
"Mar 10, 2008","73.020","72.860","73.130","72.815","12.28K","-0.03%"
"Mar 07, 2008","73.045","72.985","73.220","72.455","13.88K","0.01%"
"Mar 06, 2008","73.040","73.470","73.485","72.875","7.47K","-0.61%"
"Mar 05, 2008","73.490","73.730","74.000","73.380","6.05K","-0.28%"
"Mar 04, 2008","73.695","73.680","73.810","73.510","4.30K","-0.05%"
"Mar 03, 2008","73.735","73.650","73.900","73.400","3.37K","-0.02%"
"Feb 29, 2008","73.750","73.875","73.935","73.630","2.51K","-0.03%"
"Feb 28, 2008","73.775","74.270","74.410","73.690","4.28K","-0.66%"
"Feb 27, 2008","74.265","74.740","74.775","74.125","5.11K","-0.70%"
"Feb 26, 2008","74.790","75.555","75.765","74.400","6.50K","-1.05%"
"Feb 25, 2008","75.585","75.590","75.740","75.505","1.26K","0.01%"
"Feb 22, 2008","75.575","75.695","75.785","75.435","3.90K","-0.10%"
"Feb 21, 2008","75.650","76.180","76.225","75.550","7.00K","-0.75%"
"Feb 20, 2008","76.220","76.100","76.640","76.095","4.34K","0.19%"
"Feb 19, 2008","76.075","76.380","76.400","75.880","2.09K","-0.40%"
"Feb 18, 2008","76.380","76.165","76.500","76.165","0.74K","0.22%"
"Feb 15, 2008","76.210","76.230","76.275","75.935","2.27K","-0.04%"
"Feb 14, 2008","76.240","76.540","76.580","76.150","5.01K","-0.38%"
"Feb 13, 2008","76.530","76.495","76.730","76.415","0.94K","0.10%"
"Feb 12, 2008","76.450","76.725","76.810","76.315","2.05K","-0.37%"
"Feb 11, 2008","76.735","76.720","76.860","76.455","2.45K","-0.11%"
"Feb 08, 2008","76.820","77.000","77.100","76.650","1.84K","-0.39%"
"Feb 07, 2008","77.120","76.260","77.195","76.250","6.62K","1.07%"
"Feb 06, 2008","76.300","76.250","76.480","76.125","3.04K","0.02%"
"Feb 05, 2008","76.285","75.480","76.355","75.480","6.91K","1.08%"
"Feb 04, 2008","75.470","75.585","75.685","75.390","3.15K","-0.13%"
"Feb 01, 2008","75.565","75.350","75.700","74.950","2.49K","0.37%"
"Jan 31, 2008","75.285","75.375","75.585","75.100","3.87K","0.19%"
"Jan 30, 2008","75.140","75.685","75.720","74.660","6.81K","-0.69%"
"Jan 29, 2008","75.665","75.770","75.825","75.615","1.29K","-0.05%"
"Jan 28, 2008","75.700","76.215","76.215","75.630","1.94K","-0.55%"
"Jan 25, 2008","76.115","75.915","76.200","75.820","1.05K","0.32%"
"Jan 24, 2008","75.870","76.680","76.680","75.770","4.78K","-0.92%"
"Jan 23, 2008","76.575","76.465","76.860","76.415","2.70K","0.05%"
"Jan 22, 2008","76.540","77.500","77.500","76.340","5.84K","-0.57%"
"Jan 21, 2008","76.980","76.785","77.170","76.660","1.79K","0.63%"
"Jan 18, 2008","76.500","76.440","76.620","76.220","1.61K","0.26%"
"Jan 17, 2008","76.300","76.295","76.615","76.055","2.73K","-0.08%"
"Jan 16, 2008","76.360","75.785","76.565","75.490","9.65K","0.93%"
"Jan 15, 2008","75.660","75.660","76.020","75.270","4.75K","-0.05%"
"Jan 14, 2008","75.700","75.975","75.980","75.410","3.43K","-0.45%"
"Jan 11, 2008","76.040","76.035","76.105","75.870","0.91K","0.05%"
"Jan 10, 2008","76.000","76.500","76.580","75.860","2.71K","-0.60%"
"Jan 09, 2008","76.460","76.120","76.540","76.095","1.65K","0.45%"
"Jan 08, 2008","76.120","76.285","76.290","75.990","1.64K","-0.10%"
"Jan 07, 2008","76.200","75.995","76.350","75.915","2.05K","0.50%"
"Jan 04, 2008","75.820","75.915","76.090","75.450","3.92K","-0.13%"
"Jan 03, 2008","75.920","76.040","76.155","75.715","1.80K","-0.12%"
"Jan 02, 2008","76.010","76.740","76.740","75.900","2.56K","-0.90%"
"Dec 31, 2007","76.700","76.095","76.750","75.950","1.90K","0.61%"
"Dec 28, 2007","76.235","76.755","76.755","76.150","2.40K","-0.48%"
"Dec 27, 2007","76.600","77.235","77.250","76.550","3.05K","-0.75%"
"Dec 26, 2007","77.180","77.590","77.590","77.135","2.52K","-0.49%"
"Dec 24, 2007","77.560","77.585","77.660","77.545","0.29K","-0.23%"
"Dec 21, 2007","77.740","77.710","77.770","77.445","0.82K","-0.09%"
"Dec 20, 2007","77.810","77.595","77.860","77.515","1.54K","0.24%"
"Dec 19, 2007","77.620","77.415","77.800","77.350","2.32K","0.25%"
"Dec 18, 2007","77.430","77.420","77.570","77.290","1.72K","-0.05%"
"Dec 17, 2007","77.465","77.345","77.800","77.295","0.30K","0.03%"
"Dec 14, 2007","77.440","76.580","77.480","76.490","2.52K","1.12%"
"Dec 13, 2007","76.585","76.130","76.750","76.055","4.43K","0.56%"
"Dec 12, 2007","76.160","76.265","76.330","75.930","5.91K","-0.13%"
"Dec 11, 2007","76.260","76.085","76.330","75.955","6.94K","0.21%"
"Dec 10, 2007","76.100","76.365","76.380","75.980","1.59K","-0.31%"
"Dec 07, 2007","76.340","76.410","76.540","76.230","0.90K","-0.10%"
"Dec 06, 2007","76.420","76.450","76.815","76.300","3.17K","-0.04%"
"Dec 05, 2007","76.450","75.735","76.525","75.710","4.49K","0.96%"
"Dec 04, 2007","75.725","75.990","76.105","75.615","2.26K","-0.27%"
"Dec 03, 2007","75.930","76.100","76.185","75.825","2.49K","-0.32%"
"Nov 30, 2007","76.170","75.585","76.215","75.545","5.71K","0.73%"
"Nov 29, 2007","75.620","75.270","75.695","75.180","1.61K","0.69%"
"Nov 28, 2007","75.105","75.145","75.735","75.075","1.97K","0.03%"
"Nov 27, 2007","75.080","74.875","75.335","74.760","1.74K","0.29%"
"Nov 26, 2007","74.860","75.065","75.200","74.765","1.86K","0.00%"
"Nov 23, 2007","74.860","74.860","75.200","74.765","1.86K","-0.31%"
"Nov 21, 2007","75.090","75.155","75.325","74.820","1.51K","-0.16%"
"Nov 20, 2007","75.210","75.805","75.920","75.055","2.43K","-0.78%"
"Nov 19, 2007","75.800","75.755","75.955","75.690","1.59K","-0.05%"
"Nov 16, 2007","75.840","76.040","76.175","75.510","1.89K","-0.30%"
"Nov 15, 2007","76.070","75.825","76.120","75.635","1.54K","0.34%"
"Nov 14, 2007","75.810","75.800","75.890","75.410","1.68K","-0.12%"
"Nov 13, 2007","75.900","76.080","76.080","75.695","2.10K","-0.02%"
"Nov 12, 2007","75.915","75.585","76.230","75.480","3.12K","0.70%"
"Nov 09, 2007","75.390","75.365","75.550","75.080","2.48K","-0.09%"
"Nov 08, 2007","75.455","75.495","75.630","75.280","1.95K","0.06%"
"Nov 07, 2007","75.410","76.000","76.000","75.080","9.19K","-0.82%"
"Nov 06, 2007","76.030","76.350","76.425","75.965","4.39K","-0.47%"
"Nov 05, 2007","76.390","76.315","76.470","76.255","1.20K","0.12%"
"Nov 02, 2007","76.300","76.700","76.725","76.210","4.32K","-0.34%"
"Nov 01, 2007","76.560","76.570","76.820","76.480","2.26K","0.13%"
"Oct 31, 2007","76.460","76.710","76.835","76.430","3.52K","-0.35%"
"Oct 30, 2007","76.730","76.860","76.975","76.690","0.72K","-0.08%"
"Oct 29, 2007","76.790","76.790","77.065","76.770","1.16K","-0.25%"
"Oct 26, 2007","76.980","77.245","77.255","76.950","2.58K","-0.32%"
"Oct 25, 2007","77.230","77.475","77.530","77.115","1.18K","-0.39%"
"Oct 24, 2007","77.530","77.505","77.775","77.445","1.94K","0.01%"
"Oct 23, 2007","77.525","77.955","77.955","77.420","1.94K","-0.64%"
"Oct 22, 2007","78.025","77.290","78.170","77.075","3.02K","0.85%"
"Oct 19, 2007","77.370","77.480","77.600","77.310","1.92K","-0.19%"
"Oct 18, 2007","77.520","77.910","77.930","77.400","3.23K","-0.67%"
"Oct 17, 2007","78.040","78.100","78.165","77.860","2.22K","-0.19%"
"Oct 16, 2007","78.190","77.960","78.270","77.970","1.06K","0.21%"
"Oct 15, 2007","78.025","78.115","78.130","77.860","2.75K","-0.17%"
"Oct 12, 2007","78.160","78.095","78.260","78.010","0.98K","0.21%"
"Oct 11, 2007","78.000","78.155","78.250","77.880","3.74K","-0.38%"
"Oct 10, 2007","78.300","78.385","78.420","78.100","2.26K","-0.14%"
"Oct 09, 2007","78.410","78.710","78.800","78.370","2.25K","-0.18%"
"Oct 08, 2007","78.550","78.220","78.570","78.255","3.30K","0.40%"
"Oct 05, 2007","78.235","78.370","78.750","78.130","4.49K","-0.18%"
"Oct 04, 2007","78.380","78.560","78.650","78.220","2.15K","-0.10%"
"Oct 03, 2007","78.460","78.140","78.510","78.020","1.62K","0.33%"
"Oct 02, 2007","78.200","77.860","78.300","77.900","3.20K","0.50%"
"Oct 01, 2007","77.810","77.670","77.940","77.710","4.51K","0.24%"
"Sep 28, 2007","77.625","78.180","78.210","77.580","7.18K","-0.79%"
"Sep 27, 2007","78.245","78.345","78.390","78.050","2.23K","-0.20%"
"Sep 26, 2007","78.400","78.260","78.520","78.260","1.34K","0.26%"
"Sep 25, 2007","78.195","78.455","78.565","78.100","4.64K","-0.29%"
"Sep 24, 2007","78.420","78.265","78.550","78.240","4.38K","-0.08%"
"Sep 21, 2007","78.480","78.420","78.730","78.340","4.54K","0.00%"
"Sep 20, 2007","78.480","79.090","79.140","78.360","6.05K","-0.90%"
"Sep 19, 2007","79.190","79.020","79.350","79.010","2.89K","0.16%"
"Sep 18, 2007","79.060","79.580","79.700","79.020","3.43K","-0.74%"
"Sep 17, 2007","79.652","79.590","79.660","79.560","0.61K","0.04%"
"Sep 14, 2007","79.620","79.600","79.750","79.460","0.85K","0.18%"
"Sep 13, 2007","79.480","79.415","79.620","79.410","3.19K","0.18%"
"Sep 12, 2007","79.340","79.500","79.530","79.290","4.73K","-0.41%"
"Sep 11, 2007","79.670","79.870","79.870","79.600","10.77K","-0.18%"
"Sep 10, 2007","79.810","79.870","79.935","79.750","9.20K","-0.13%"
"Sep 07, 2007","79.910","80.460","80.480","79.810","7.80K","-0.67%"
"Sep 06, 2007","80.450","80.625","80.660","80.330","6.58K","-0.15%"
"Sep 05, 2007","80.570","80.980","81.010","80.500","3.11K","-0.35%"
"Sep 04, 2007","80.850","80.755","81.100","80.770","2.96K","0.13%"
"Aug 31, 2007","80.745","80.665","80.820","80.390","0.93K","-0.02%"
"Aug 30, 2007","80.760","80.635","80.960","80.590","0.80K","0.15%"
"Aug 29, 2007","80.640","80.915","80.950","80.550","1.04K","-0.10%"
"Aug 28, 2007","80.720","80.800","80.820","80.530","2.05K","0.01%"
"Aug 27, 2007","80.710","80.630","80.740","80.610","1.51K","0.12%"
"Aug 24, 2007","80.610","81.060","81.130","80.540","5.08K","-0.62%"
"Aug 23, 2007","81.110","81.190","81.200","81.030","2.19K","-0.14%"
"Aug 22, 2007","81.220","81.385","81.480","81.140","1.99K","-0.31%"
"Aug 21, 2007","81.470","81.370","81.510","81.225","0.78K","0.11%"
"Aug 20, 2007","81.380","81.270","81.420","81.260","1.52K","0.02%"
"Aug 17, 2007","81.360","81.610","81.710","80.980","12.26K","-0.44%"
"Aug 16, 2007","81.720","81.930","82.000","81.610","5.38K","-0.05%"
"Aug 15, 2007","81.760","81.640","81.820","81.565","4.49K","0.41%"
"Aug 14, 2007","81.430","80.955","81.450","80.950","5.85K","0.57%"
"Aug 13, 2007","80.970","80.625","81.040","80.650","5.45K","0.47%"
"Aug 10, 2007","80.595","80.730","80.760","80.545","2.43K","-0.08%"
"Aug 09, 2007","80.660","80.170","80.840","80.125","8.41K","0.54%"
"Aug 08, 2007","80.225","80.460","80.615","80.050","1.35K","-0.18%"
"Aug 07, 2007","80.370","80.125","80.480","80.150","2.41K","0.29%"
"Aug 06, 2007","80.140","79.970","80.200","79.855","4.15K","0.10%"
"Aug 03, 2007","80.060","80.530","80.650","80.050","4.72K","-0.68%"
"Aug 02, 2007","80.605","80.710","80.800","80.520","4.55K","-0.18%"
"Aug 01, 2007","80.750","80.770","80.830","80.530","3.15K","0.11%"
"Jul 31, 2007","80.660","80.630","80.760","80.540","1.83K","-0.07%"
"Jul 30, 2007","80.720","80.840","80.890","80.680","3.03K","-0.11%"
"Jul 27, 2007","80.810","80.390","80.890","80.390","9.29K","0.64%"
"Jul 26, 2007","80.300","80.440","80.615","80.180","3.57K","-0.27%"
"Jul 25, 2007","80.520","79.970","80.580","79.960","4.76K","0.74%"
"Jul 24, 2007","79.930","80.020","80.090","79.870","3.27K","-0.36%"
"Jul 23, 2007","80.220","79.970","80.250","79.970","2.00K","0.09%"
"Jul 20, 2007","80.150","80.280","80.380","79.960","2.89K","-0.15%"
"Jul 19, 2007","80.270","80.300","80.320","80.140","0.74K","0.02%"
"Jul 18, 2007","80.250","80.150","80.490","80.125","2.49K","-0.15%"
"Jul 17, 2007","80.370","80.350","80.430","80.300","1.84K","0.04%"
"Jul 16, 2007","80.340","80.340","80.420","80.260","2.53K","-0.06%"
"Jul 13, 2007","80.390","80.450","80.540","80.280","2.50K","-0.07%"
"Jul 12, 2007","80.450","80.570","80.570","80.370","3.92K","-0.09%"
"Jul 11, 2007","80.525","80.490","80.640","80.440","4.68K","-0.15%"
"Jul 10, 2007","80.650","81.330","81.360","80.650","7.14K","-0.69%"
"Jul 09, 2007","81.210","81.245","81.320","81.130","2.25K","-0.06%"
"Jul 06, 2007","81.260","81.425","81.530","81.130","5.04K","-0.06%"
"Jul 05, 2007","81.310","81.230","81.450","81.080","3.57K","0.10%"
"Jul 04, 2007","81.230","81.230","81.210","81.180","1.02K","0.04%"
"Jul 03, 2007","81.200","81.180","81.370","81.175","5.96K","0.04%"
"Jul 02, 2007","81.170","81.655","81.680","81.100","10.94K","-0.64%"
"Jun 29, 2007","81.690","82.090","82.100","81.660","6.32K","-0.50%"
"Jun 28, 2007","82.100","82.090","82.130","81.910","1.71K","0.05%"
"Jun 27, 2007","82.060","82.110","82.250","82.050","1.06K","0.01%"
"Jun 26, 2007","82.050","82.120","82.230","81.960","2.73K","-0.07%"
"Jun 25, 2007","82.110","82.120","82.230","82.060","1.72K","0.00%"
